,sent_type,university,sent_id,aligned_to,sentence,cs_word_id,preceding_zh,first_cs_word_zh,preceding_zh first_cs_word_zh,zh_deprel + word and governor ,eng_translation,preceding_eng,first_cs_word_eng,preceding_eng first_cs_word_eng,eng_deprel + word and governor ,,
665,non-code-switch,CMU,6272,CMU_944,鱼 鱼 --4 刀,1,</s>,鱼,</s> 鱼,compound:nn 鱼 鱼,Fish fish - 4 knives,Fish,fish,Fish fish,root fish,,
667,non-code-switch,CMU,166,CMU_957,房间 属于 专门 翻修 过 的 ， 整体 感觉 算 比较 新 的 那 种 ， 暖气 很 足 。,19,很,足,很 足,conj 属于 足,"The room is specially renovated, the overall feeling is relatively new that kind, the heating is very sufficient.",very,sufficient,very sufficient,parataxis new sufficient,,
669,non-code-switch,CMU,2493,CMU_960,客厅 有 四 扇 窗 ， 对面 有 很多 树 ， 风景 很 漂亮 。,5,扇,窗,扇 窗,dobj 有 窗,The living room has four Windows and there are many trees opposite it. The view is very beautiful.,four,windows,four windows,obj has Windows,,
671,non-code-switch,CMU,7115,CMU_964,付款 方式 ： 转账 ， 人民币 ， 美金 都 可 。,6,，,人民币,， 人民币,nmod:topic 人民币 可,"Payment method: transfer, RMB, USD.",", ",RMB,",  RMB",conj transfer RMB,,
673,non-code-switch,CMU,5721,CMU_968,而且 我 也 买好 了 家具 ， 我们 可以 一起 用 。,6,了,家具,了 家具,dobj 买好 家具,And I've bought furniture so we can use it together.,bought,furniture,bought furniture,obj bought furniture,,
675,non-code-switch,CMU,7172,CMU_974,官方 指南 ， 语文 ， 数学 ， 综合 4-7.,4,，,语文,， 语文,nsubj 语文 综合,"Official Guide, Chinese, Mathematics, Comprehensive 4-7.",", ",Chinese,",  Chinese",appos Guide Chinese,,
677,non-code-switch,CMU,1011,CMU_975,价格 实惠 好 商量 。,1,</s>,价格,</s> 价格,compound:nn 价格 实惠,The price is affordable and easy to discuss.,</s>,The price,</s> The price,nsubj price affordable,,
679,non-code-switch,CMU,5241,CMU_978,客厅 有 独立 的 门 ， 出入 不 会 经过 客厅 。,11,</s>,客厅,</s> 客厅,dobj 经过 客厅,"The living room has an independent door, and access will not pass through the sitting room.",</s>,The living room,</s> The living room,compound living room,,
681,non-code-switch,CMU,4082,CMU_979,后院 有 一 片 草坪 ， 可以 停车 。,1,</s>,后院,</s> 后院,nsubj 后院 有,There is a lawn in the backyard with parking.,the,backyard,the backyard,nmod lawn backyard,,
683,non-code-switch,CMU,2929,CMU_987,家具 什么 的 基本 齐全 ， 可以 低价 转让 或者 干脆 免费 送 ， 总之 属于 拎包 入住 级别 。,19,入住,级别,入住 级别,dobj 入住 级别,"What the basic furniture is complete, can be transferred at a low price or simply free of charge, in short, belongs to the move-in level.",move-in,level,move-in level,obl belongs level,,
685,non-code-switch,CMU,5612,CMU_988,地下室 有 洗衣机 ， 厨房 ， 客厅 空间 很大 ， 装备 齐全 。,7,，,客厅,， 客厅,compound:nn 客厅 空间,"There is a washing machine in the basement, a kitchen, and a large living room with all the equipment.",large,living room,large living room,compound living room,,
687,non-code-switch,CMU,3445,CMU_1005,会 自觉 维持 公共 区 的 整洁 ， 不 吵 ， 健谈 ， 喜欢 尝试 新 东西 ， 尝试 坚持 运动 。,12,，,健谈,， 健谈,conj 整洁 健谈,"Will consciously maintain the public area clean, not noisy, talkative, like to try new things, try to insist on sports.",", ",talkative,",  talkative",conj clean talkative,,
689,non-code-switch,CMU,5570,CMU_1009,厨房 面积 大 ， 还 有 一 个 小 的 吧台 。,11,的,吧台,的 吧台,dobj 有 吧台,The kitchen is large and has a small bar.,small,bar,small bar,obj has bar,,
691,non-code-switch,CMU,5487,CMU_1011,并且 ： 床 ， 桌子 ， 台灯 都 有 ， 拎包 入住 。,3,：,床,： 床,nmod:topic 床 有,"And: bed, table, lamp, bag check-in.",: ,bed,:  bed,root bed,,
693,non-code-switch,CMU,7178,CMU_1012,随时 可以 拿 玻璃 大 餐桌 外加 两 个 餐桌 凳子,10,大,餐桌,大 餐桌,compound:nn 餐桌 凳子,A large glass dining table and two dining stools are always available,dining,table,dining table,nsubj table available,,
695,non-code-switch,CMU,4937,CMU_1022,公寓 旁边 有 超市 ， 各 种 水果 蔬菜 小吃 一 应 俱全 。,8,种,水果,种 水果,compound:nn 水果 小吃,"There is a supermarket next to the apartment, all kinds of fruit and vegetable snacks are available.",of,fruit,of fruit,nmod kinds fruit,,
697,non-code-switch,CMU,5638,CMU_1034,更多 信息 见 公司 网页 吧 。,4,见,公司,见 公司,compound:nn 见 公司,See the company's website for more information.,the,company,the company,nmod:poss company website,,
699,non-code-switch,CMU,6294,CMU_1038,因为 搬家 后 新 家 没有 地方 放 所以 出售 。,2,因为,搬家,因为 搬家,advmod:loc 搬家 没有,Sold because the new family has no place to put after moving.,after,moving,after moving,advcl put moving,,
701,non-code-switch,CMU,5423,CMU_1040,设施 ： 房子 比较 新 ， 房间 全 地毯 ， 厨房 带 冰箱 烤箱 ， 卧室 带 吊扇 。,3,：,房子,： 房子,nsubj 房子 新,"Amusement: The house is relatively new. The room is fully carpeted, the kitchen has a refrigerator and oven, and the bedroom has a ceiling fan.",The,house,The house,nsubj house new,,
703,non-code-switch,CMU,1450,CMU_1041,客厅 有 全新 的 饭桌 和 椅子 。,1,</s>,客厅,</s> 客厅,dep 客厅 有,The living room has a brand new dining table and chairs.,</s>,The living room,</s> The living room,compound living room,,
705,non-code-switch,CMU,7222,CMU_1043,白富美 彰显 品味 气质 神器 ！,4,品味,气质,品味 气质,compound:nn 品味 气质,Bai Fumei highlights the taste of temperament artifact!,of,temperament,of temperament,compound temperament artifact,,
707,non-code-switch,CMU,5842,CMU_1044,虽然 现在 在 卖 家具 ， 但 基本 的 家具 都会 留 一 份 让 你 使用 ， 例如 : 椅子 ， 床 ， 灯 ， 柜子 等 .,7,，,但,， 但,advmod 但 会,"Although we are selling furniture now, the basic furniture will be reserved for you to use, such as chairs, beds, lamps, cabinets and so on.",</s>,Although,</s> Although,mark Although selling,,
709,non-code-switch,CMU,1033,CMU_1055,厨房 设备 齐全 ， 存储 空间 也 很多 ， 客厅 很 大 。,5,，,存储,， 存储,compound:nn 存储 空间,The kitchen is well equipped with plenty of storage space and the living room is huge.,of,storage,of storage,compound storage space,,
711,non-code-switch,CMU,868,CMU_1056,房子 很 新 ， 设施 、 卫生 状况 非常 良好 ， 干净 整洁 明亮 。,7,、,卫生,、 卫生,compound:nn 卫生 状况,"The house is very new, the facilities, sanitary condition is very good, clean and bright.",sanitary,condition,sanitary condition,conj facilities condition,,
713,non-code-switch,CMU,836,CMU_1062,最后 还 有 一 个 空间 超大 的 客厅 ， 有 两 条 沙发 ， 两 张 餐桌 ， 和 一 台 电视 一 张 大 茶几 。,9,的,客厅,的 客厅,dobj 有 客厅,"Finally, there is a large living room with two sofas, two dining tables, a TV and a big coffee table.",large,living room,large living room,compound living room,,
715,non-code-switch,CMU,4232,CMU_1067,目前 餐厅 部分 已经 被 一 位 女生 预约 。,9,女生,预约,女生 预约,root  预约,"At present, part of the restaurant has been reserved by a girl.",been,reserved,been reserved,root reserved,,
717,non-code-switch,CMU,4838,CMU_1069,房间 里 有 床 ， 有 桌子 等 所有 生活 必须 家具 ， 所以 完全 可以 拎包 入住 ， 而且 很 安全 。,12,必须,家具,必须 家具,dobj 必须 家具,"The room has a bed, a table and all the furniture necessary for life, so it is completely portable and safe to move in.",the,furniture,the furniture,conj bed furniture,,
719,non-code-switch,CMU,7451,CMU_1073,实物 图 参见 附件 。,1,</s>,实物,</s> 实物,compound:nn 实物 图,Please refer to the attachment for the physical drawing.,the,physical,the physical,amod physical drawing,,
721,non-code-switch,CMU,6754,CMU_1091,转角 ， 很 大 的 书桌 ， 特别 适合 在家 学习 使用 。,6,的,书桌,的 书桌,nsubj 书桌 适合,"Turn corner, very big desk, suit to study in the home especially use.",big,desk,big desk,appos corner desk,,
723,non-code-switch,CMU,3828,CMU_1093,他 平时 生活 很 规律 ， 很 爱 干净 ， 也 很 好 相处 。,7,生活,很,生活 很,advmod 很 爱,"He usually lives a very regular life, very clean, also very easy to get along with.",also,very,also very,advmod very easy,,
725,non-code-switch,CMU,875,CMU_1094,一 楼 一 间 十八 平米 （ 房租 $500 ） 和 一 间 十二 平米 的 房间 （ 房租 $450 ） 共用 一 个 卫生间 。,17,的,房间,的 房间,root  的,"On the first floor, an 18-square-meter room (rent: $500) and a 12-square-meter room (rent: $450) share one bathroom.",square-meter,room,square-meter room,conj room room,,
727,non-code-switch,CMU,3683,CMU_1095,可以 两 个 人 租 一 室 一 厅 或者 两 室 一 厅 。,4,个,人,个 人,nsubj 人 租,Two people can rent one room and one living room or two rooms and one living room.,Two,people,Two people,nsubj people rent,,
729,non-code-switch,CMU,6641,CMU_1112,可 随时 看 电脑 ， 包 接送 ， 仅 限 校内 人员 交易 。,11,限,校内,限 校内,compound:nn 校内 人员,"You can see the computer at any time, package pickup, only campus personnel trading.",only,campus,only campus,compound campus trading,,
731,non-code-switch,CMU,5584,CMU_1113,长 租 短 租 都 可以 ， 短 则 一 两 个 月 ， 长 则 一 年 半 。,13,个,月,个 月,dobj 租 月,It can be as short as one to two months or as long as one and a half years.,two,months,two months,obl short months,,
733,non-code-switch,CMU,5920,CMU_1117,房子 最多 住 四 个 人 。,1,</s>,房子,</s> 房子,nsubj 房子 多,Up to four people live in the house.,the,house,the house,obl live house,,
735,non-code-switch,CMU,7247,CMU_1120,只 接受 现金 或 现金 支票 。,5,接受,现金,接受 现金,compound:nn 现金 支票,Only cash or cash check is accepted.,Only,cash,Only cash,compound cash check,,
737,non-code-switch,CMU,7356,CMU_1126,我 还 在 慢慢 整理 ， 整理 好 的 都 放在 网络 相册 里面 了 。,12,放在,网络,放在 网络,compound:nn 网络 相册,"I'm still sorting it out slowly, and I've put it in my online album.",my,online,my online,amod online album,,
739,non-code-switch,CMU,3799,CMU_1127,有 一 个 房间 现在 就 可以 出租 ， 就 在 学校 门口 。,13,学校,门口,学校 门口,dep 就 门口,"One of the rooms is available now, just outside the school gate.",school,gate,school gate,obl available gate,,
741,non-code-switch,CMU,4201,CMU_1130,房间 为 两 室 一 厅 一 卫 格局 ， 超过 一百 平米 ， 更 有 室外 阳台 ， 景色 优美 。,1,</s>,房间,</s> 房间,nsubj 房间 格局,"The room is two rooms, one living room and one bathroom, more than 100 square meters, more outdoor balcony, beautiful scenery.",two,rooms,two rooms,root rooms,,
743,non-code-switch,CMU,6266,CMU_1136,所以 经验 告诉 我们 热 的 时候 在 买 空调 就 晚啦 ！,2,所以,经验,所以 经验,nsubj 经验 告诉,"So experience tells us that when it's hot, it's too late to buy an air conditioner!",So,experience,So experience,nsubj experience tells,,
745,non-code-switch,CMU,6461,CMU_1138,卖 家具 - s .,1,</s>,卖,</s> 卖,root  卖,Sell furniture - S.,</s>,sell,</s> sell,root Sell,,
747,non-code-switch,CMU,6914,CMU_1139,这个 是 托 朋友 代为 处理 ， 请 以 短信 联系 为主 。,4,托,朋友,托 朋友,dobj 托 朋友,"This is a friend to deal with, please contact mainly by text message.",a,friend,a friend,root friend,,
749,non-code-switch,CMU,4522,CMU_1146,价格 在 $1500 以内 ;,1,</s>,价格,</s> 价格,nsubj 价格 以内,Price within $1500;,</s>,Price,</s> Price,root price,,
751,non-code-switch,CMU,944,CMU_1153,一 楼 十八 平米 的 房间 ， 月 租 $500 ， 两 人 共用 卫生间 .,6,的,房间,的 房间,nmod:topic 房间 租,An 18-square-meter room on the first floor costs $500 a month. Two people share a bathroom.,square-meter,room,square-meter room,nsubj room costs,,
753,non-code-switch,CMU,5078,CMU_1155,匹兹堡 冬天 很 冷 ， 暖气 是 一 笔 很 大 的 开销 ， 所以 暖气 费 包干 在 房租 内 是 很 划算 。,18,费,包干,费 包干,nsubj 包干 划算,"Pittsburgh is cold in the winter, and heating is a big expense, so it's a good deal to cover the rent.",to,cover,to cover,acl deal cover,,
755,non-code-switch,CMU,6153,CMU_1161,火锅 神器 ， 专业 煮 火锅 的 工具 。,8,的,工具,的 工具,dobj 煮 工具,"Hot pot magic, professional hot pot cooking tools.",cooking,tools,cooking tools,conj magic tools,,
757,non-code-switch,CMU,1388,CMU_1162,三 个 带 浴池 的 厕所 。,4,带,浴池,带 浴池,nmod:assmod 浴池 厕所,Three toilets with baths.,with,baths,with baths,nmod toilets baths,,
759,non-code-switch,CMU,2704,CMU_1164,木质 地板 ；,2,木质,地板,木质 地板,root  地板,Wooden floor;,wooden,floor,wooden floor,root floor,,
761,non-code-switch,CMU,7253,CMU_1165,我 平时 用到 这 耳机 的 机会 较 少 ， 因此 打算 出售 。,5,这,耳机,这 耳机,dobj 用到 耳机,"I don't use them very often, so I'm going to sell them.",use,them,use them,obj use them,,
763,non-code-switch,CMU,6680,CMU_1167,联系 方式 ： 邮箱 ： xfei .,4,：,邮箱,： 邮箱,dep 邮箱 xfei,Contact: Email: XFEI.,: ,email,:  email,appos Contact Email,,
765,non-code-switch,CMU,4262,CMU_1172,一 室 一 厅 一 卫 一 厨房 公寓 。,4,一,厅,一 厅,dep 厅 卫,"One bedroom, one living room, one bathroom and one kitchen apartment.",one,living room,one living room,compound living room,,
767,non-code-switch,CMU,7484,CMU_1174,有 国内 驾照 。,2,有,国内,有 国内,compound:nn 国内 驾照,Have a domestic driving license.,a,domestic,a domestic,amod domestic license,,
769,non-code-switch,CMU,4584,CMU_1176,水电 煤 网 费用 全 免 。,1,</s>,水电,</s> 水电,compound:nn 水电 网,Water and electricity and coal network are free of charge.,water,and electricity,water and electricity,nsubj electricity free,,
771,non-code-switch,CMU,3376,CMU_1177,客厅 里面 有 一 个 空调 。,1,</s>,客厅,</s> 客厅,compound:nn 客厅 里面,There is an air conditioner in the living room.,the,living room,the living room,compound living room,,
773,non-code-switch,CMU,3034,CMU_1180,家里 的 一些 家具 用品 免费 赠送 。,1,</s>,家里,</s> 家里,nmod:assmod 家里 用品,Some of the furniture in the house was given away free of charge.,in,the house,in the house,nmod furniture house,,
775,non-code-switch,CMU,823,CMU_1181,有 很 大 的 厨房 和 很多 橱柜 。,2,有,很,有 很,advmod 很 大,It has a very big kitchen and lots of cupboards.,a,very,a very,advmod very big,,
777,non-code-switch,CMU,4441,CMU_1186,公寓 配 冰箱 、 炉灶 、 微波炉 、 空调 。,9,、,空调,、 空调,dobj 配 空调,"The apartment is equipped with refrigerator, stove, microwave oven and air conditioner.",and,air conditioner,and air conditioner,compound air conditioner,,
779,non-code-switch,CMU,569,CMU_1187,公寓 住户 主要 为 学生 ， 工作 的 人 以及 老人 ， 结构 简单 ， 十分 友好 。,7,，,工作,， 工作,nmod:assmod 工作 老人,"The residents are mainly students, working people and old people. The structure is simple and friendly.",", ",working,",  working",acl students working,,
