,file,type,conversation,speaker,filtered_transcript_2015,length_of_turn,direction_of_code_switches,first_cs_word,first_cs_word_eng_pos,word_length_eng,english_translation,english_wbw_translation,first_cs_word_zh,word_length_zh,first_cs_word_zh_pos,first_cs_word_eng_raw_freq,first_cs_word_zh_raw_freq,first_cs_word_eng_freq,first_cs_word_zh_freq,chinese_translation,chinese_wbw_translation,cs word en cv surprisal,cs word en wbw cv surprisal,cs word zh cv surprisal,cs word zh wbw cv surprisal
636,01NC02FBY_0101,Conversation,1,2,"['那个', 'network', 'got', 'some', 'problem', 'i', 'cannot', 'read', 'the', 'thing']",10,['man > eng'],network,0,7,that network got some problem i cannot read the thing,that network got some problem i cannot read the thing,网络,2,0,17361466,4298665,14.323836271276088,12.6092540509983,那个网络遇到了一些问题，我无法读取东西,那个 网络 遇到 了 一些 问题 ， 我 无法 读 这件 事,16.08396960349598,16.08396960349598,17.37295311208003,17.37295311208003
641,01NC02FBY_0101,Conversation,1,2,"['昨天', '那', '架', '不', '可以', 'then', '今天', '变成', '这', '架', '不', '可以', 'then', '我', '就', '想']",16,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",then,2,4,"yesterday, i can’t then become this one.","yesterday's not then today, it becomes not available then i just want",然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,然后，然后今天今天这这架不不可以不不,昨天 那架 不 可以 然后 今天 变成 这架 不 可以 然后 我 就 想,12.320597792320845,12.801600689326582,11.333302491915799,17.81760215678656
645,01NC02FBY_0101,Conversation,1,2,"['它', '怎样', 'then', '我', 'reboot', 'reboot', 'reboot', '然后', '后来']",9,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",then,2,4,how does it then reboot reboot reboot and then later,what is it then i reboot reboot reboot then later,然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,它它然后重新启动重新启动重新启动然后然后后来,它 怎样 然后 我 重新启动 重新启动 重新启动 然后 后来,13.523007868438416,13.689409890567514,17.271627661329774,16.707574236602184
647,01NC02FBY_0101,Conversation,1,2,"['不', '可以', 'like', '这个', '不', '可以', 'di~', '这个', '不', '可以', 'connect', '这个', '不', '可以', '的', '我', 'try', '了', '整个', 'list', '它', '就', '我', '终于', '找到', '一个', '可以', 'connect', '我', '一', '开', '进去']",32,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",like,2,4,can't like this or di ~ i can't connect. i can't find the whole list. i finally found a connected,can't like this is not possible di~ this is not possible connect i can't try the whole list it finally found one that can be found connect as soon as i go in,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,喜欢这个这个这个不不可以这个这个不不不这个这个不的的的我的的了了个个个个个个个它它它我我终于终于找到一一一个个个个可以可以可以可以个可以,不 可以 喜欢 这个 不 可以 di 〜 这个 不 可以 连接 这个 不 可以 的 我 尝试 了 整个 列表 它 就 我 终于 找到 一个 可以 连接 我 一开 进去,10.408625868292189,10.408625868292189,12.117094816263997,14.74845053300189
651,01NC02FBY_0101,Conversation,1,2,"['啧', '弄', '一个', '新', '的', 'machine', 'read*', 'that*', '看', '可以', '吗', 'so', '我', '就', '以为', '那架', '一定', '找', '不到']",19,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",machine,0,7,get a new machine read* that*?,ghost a new one machine read* that* can you see it? so i thought that one would not be found,机器,2,0,19831311,1897569,14.131944991390652,13.78899038846058,机器读**看看可以可以可以我我我我就以为架,啧弄 一个 新 的 机器 读 * 那 * 看 可以 吗 所以 我 就 以为 那架 一定 找 不到,12.987121736412996,13.435870372581425,14.245932504303992,13.322221897370378
658,01NC02FBY_0101,Conversation,1,2,"['就', '去', '见', 'prof']",4,['man > eng'],prof,0,4,just go to see prof,go to see prof,教授,2,0,377161,2374957,19.84840073184484,13.465241341951597,就教授,就 去 见 教授,18.50905152395308,18.50905152395308,18.093108920878517,12.072077043300512
660,01NC02FBY_0101,Conversation,1,2,"['对', 'then', '我', 'prof', '就', '一直', '在', '那边', '笑', '一直', '在', '那边', '笑', 'then']",14,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",then,2,4,i have been laughing there and always laughing there for then,right then i prof i have been laughing there and laughing there over there then,然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,对然后我教育就就一直那边,对 然后 我 教授 就 一直 在 那边 笑 一直 在 那边 笑 然后,13.484255916247507,12.815752767396422,22.05413777904912,22.05413777904912
665,01NC02FBY_0101,Conversation,1,2,"['那天', '我', 'prof', '就']",4,"['man > eng', 'eng > man']",prof,0,4,that day i was prof,i prof at once,教授,2,0,377161,2374957,19.84840073184484,13.465241341951597,那那我教授就,那天 我 教授 就,17.717534720205837,18.411594790662132,12.540562250859097,12.446755319966
670,01NC02FBY_0101,Conversation,1,2,"['不', '可以', '不', '可以', 'i', 'pledge', 'wednesday', 'and', 'thursday', 'to', 'be', 'f.', 'y.', 'p.', 'day', '我', '真的', '要']",18,"['man > eng', 'eng > man']",i,2,1,can't be available for i pledge wednesday and thursday to be f. y. p. day i really want,can't i pledge wednesday and thursday to be f. y. p. day i really want,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,我周三和周四承诺为f。y。p。一天我我真的,不 可以 不 可以 我 保证 星期三 和 星期四 是 f 。 y 。 p 。 天 我 真的 要,16.047967875574827,15.306048454862683,8.264815918135724,12.637377519834923
671,01NC02FBY_0101,Conversation,1,2,"['坐', '在', 'lab', '做', 'f.y.p.']",5,"['man > eng', 'eng > man', 'man > eng']",lab,0,3,sit in lab to do f.y.p.,sit in lab do f.y.p.,实验室,3,0,1962798,1195,17.46874143359647,24.42191640124141,坐坐实验室做F.Y.P.,坐在 实验室 做 F . Y . P .,14.656231815930958,14.656231815930958,13.751091451433382,19.83671423450276
674,01NC01FBX_0101,Conversation,1,1,"['他', '跟', '我', '讲', '是', 'some', 'wedge', 'mana', 'weight', 'management', '的', 'interview']",12,"['man > eng', 'eng > man', 'man > eng']",some,2,4,he told me that it was the interview of the interview of the some wedge mana weight management,he told me yes some wedge mana weight management of interview,一些,2,2,371139759,21320673,9.905834389741882,10.298961661536437,他他讲是是一些楔形法力管理的面试,他 跟 我 讲 是 一些 楔形 法力 管理 的 面试,10.605992910964968,9.496769893957987,11.344394409824627,11.25058747893153
678,01NC01FBX_0101,Conversation,1,1,"['他', '就', '穿', '那种', 'office', 'pants', '跟', '那种', 'office', '的']",10,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",office,0,6,he wore that kind of office pants and that kind of office,he wore that kind office pants that kind office of,办公室,3,0,45038925,2413001,12.948552651955918,13.442314221347411,办公室裤子跟跟跟跟跟跟那跟,他 就 穿 那种 办公 裤 跟 那种 办公室 的,13.263182265918372,15.08914548525668,13.964590441320555,13.638421616239087
680,01NC02FBY_0101,Conversation,1,2,"['对', '对', 'then', '我', '都', '不', '懂']",7,"['man > eng', 'eng > man']",then,2,4,i don’t understand the then,yep then i don't understand,然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,然后我我我不懂,对 对 然后 我 都 不 懂,13.197528675629448,12.029346085637547,11.333302491915799,17.02551364921419
690,01NC02FBY_0101,Conversation,1,2,"['不会', 'i', 'think', '他', '以前', '会']",6,"['man > eng', 'eng > man']",i,2,1,can't i think,won't i think he used to,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,我认为他他以前以前,不会 我 认为 他 以前 会,15.306048454862683,15.167202822859105,8.264815918135724,17.650475289947156
692,01NC01FBX_0101,Conversation,1,1,"['他', '会', 'start', 'to', 'realize', 'eh', 'how', 'come', '惠萍', ""don't"", 'come', 'online']",12,"['man > eng', 'eng > man', 'man > eng']",start,1,5,he will start to realize eh how coming come online,he can start to realize eh how come huiping come online,开始,2,1,28561280,15768676,13.605664408669996,10.734153109029094,他会开始意识,他会 开始 意识 到 如何 来惠萍 联机,13.743377934397055,8.321708919652814,16.724721032849565,16.724721032849565
693,01NC02FBY_0101,Conversation,1,2,"['可是', 'i', ""don't"", 'want', 'him', 'to', 'always', 'see', 'my', 'nick', '然后']",11,"['man > eng', 'eng > man']",i,2,1,but i want him to always see my nick,but i want him to always see my nick then,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,可是我希望他总是看到我的尼克然后,可是 我 希望 他 总是 看到 我 的 尼克 然后,17.470024169519164,17.470024169519164,16.301222704323184,16.301222704323184
703,01NC01FBX_0101,Conversation,1,1,"['就', '超', '酷', '就', '我爸', '买', '了', '一粒', '回来', 'then', '就', '切', 'then', '就', '哇', '从来', '没有', '看过', '是', '整粒', '每次', '都', '是', '吃', '一粒', '一粒', '的']",27,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",then,2,4,"just super cool, my dad bought a capsule and then cut then. wow, i have never seen it.","it's so cool that my dad bought a capsule back then just cut then wow, i have never seen that the whole grain is eaten one capsule every time",然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,然后，然后就就就一就一就就就就就哇从来没有看过是整粒每每次都都是是,就 超酷 就 我 爸 买 了 一粒 回来 然后 就切 然后 就 哇 从来 没有 看过 是 整粒 每次 都 是 吃 一粒 一粒 的,8.308565711145391,9.196951599103595,11.333302491915799,17.466272716121605
704,01NC01FBX_0101,Conversation,1,1,"['对', '对', '对', 'then', '包', '好好', '了', '了']",8,"['man > eng', 'eng > man']",then,2,4,"right right, the then bag is nice",yeah then it's a good bag,然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,然后包对包包了了,对 对 对 然后 包 好好 了 了,13.029526148544234,12.029346085637547,11.333302491915799,17.02551364921419
706,01NC01FBX_0101,Conversation,1,1,"['就', '那个', '是', 'chempedak']",4,['man > eng'],chempedak,0,9,that's chempedak,that's chempedak,chempedak,9,0,0,0,38.37322170940093,34.64471130410952,就就那个chempedak,就 那个 是 chempedak,18.97983949206704,18.97983949206704,18.72293486092083,19.927546710979694
732,01NC01FBX_0101,Conversation,1,1,"['我', '那个', 'friend', '也', '是', '喜欢', '喝', 'starbucks', '咖啡', '我', 'friend', '的', 'friend']",13,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",friend,0,6,my friend also likes to drink starbucks coffee. friend’s friend,me friend i also like to drink starbucks coffee me friend of friend,朋友,2,0,41772931,3462542,13.057156671360376,12.921311163890891,朋友朋友也也是喜欢喜欢喝星巴克咖啡咖啡咖啡朋友的朋友,我 那个 朋友 也 是 喜欢 喝 星巴克 咖啡 我 朋友 的 朋友,11.142730785353919,14.046224831095557,18.62538179171513,14.283629744324777
734,01NC01FBX_0101,Conversation,1,1,"['对', '他', '就是', '不要', '他', '的', 'job', 'then', '过后', '我', '的', 'friend', '就', '不要', '去', 'then', '我', 'friend', '就', '去', '了', '一个', 'interview', '他', '什么', 'application', '都', '没有', '写', '他', '就', '得到', '一个', 'job', 'while', 'other', 'people', 'like', 'send', 'like', '几百', '个', '可能', 'shortlist', '了', '几个', '才', '找到', '那', '一个', 'then', '他', '就是', '那个']",54,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",job,0,3,"to him, i don't want his job that after my friend, don't go to then i friend and go to an interview. no application. if he got a job without writing, he got a few hundreds of possible shortlistthat one he is the one","don't want him to him job then after me friend don't go then i friend just go to one interview what he application he got one without writing job while other people like send like hundreds of possibilities shortlist after a few, i found that one then he is that one",工作,2,0,35395114,66589060,13.296174823143147,8.655929465306967,然后，工作然后，朋友就他要要他他要他过过过就就就去要要要要不去我我我我我我就就就就就就就去一一一一个个个个个个个个个个个个他什么什么他他什么他他什么他他什么都都都都都都都都都没有都没有没有写写他他就就就就得到得到得到一得到得到得到得到得到得到一得到得到得到得到得到得到得到得到然后他个他他是是,对 他 就是 不要 他 的 然后 过后 我 的 朋友 就 不要 去 然后 我 朋友 就 去 了 一个 面试 他 什么 应用 都 没有 写 他 就 得到 一个 工作 ， 而 其他人 喜欢 发送 几百个 可能 入围 名单 了 几个 才 找到 那 一个 然后 他 就是 那个,12.210908391013282,14.731835245249691,12.11090041694546,11.18209928739924
739,01NC02FBY_0101,Conversation,1,2,"['就', '请', '了', '那个', 'chef', '来', 'to', 'cook', 'in', 'their', 'canteen']",11,"['man > eng', 'eng > man', 'man > eng']",chef,0,4,i invited that chef in their canteen,just invite that chef come to cook in their canteen,厨师,2,0,864810,73381,18.65119802957541,18.48159235950468,就就了那个厨师在他们的食堂里做饭,就 请 了 那个 厨师 来 在 他们 的 食堂 做饭,14.979706557327473,14.979706557327473,17.8038869122612,17.8038869122612
741,01NC01FBX_0101,Conversation,1,1,"['对', '我', 'friend', '也', '是']",5,"['man > eng', 'eng > man']",friend,0,6,to me friend too,for me friend too,朋友,2,0,41772931,3462542,13.057156671360376,12.921311163890891,对朋友也也也,对 我 朋友 也 是,14.168051228890597,15.253867608348193,19.581802760213485,17.58358328486446
746,01NC02FBY_0101,Conversation,1,2,"['可是', '那里', '会', 'like']",4,['man > eng'],like,2,4,but there will be like there,but there will be like,喜欢,2,1,280419611,2496210,10.310209703296197,13.393403425098672,喜欢,可是 那里 会 喜欢,10.197580122303089,10.197580122303089,12.117094816263997,14.445531882656539
759,01NC02FBY_0101,Conversation,1,2,"['啧', 'cause', '那个']",3,"['man > eng', 'eng > man']",cause,1,5,cause,stun cause that,原因,2,0,57394610,9393375,12.59880978723254,11.481499129522332,啧原因那个,啧 原因 那个,19.94791079458697,14.302296987061185,12.931092104007767,12.931092104007767
