,sent_type,university,sent_id,aligned_to,sentence,eng_translation,cs_word_id,preceding_zh,first_cs_word_zh,,preceding_zh first_cs_word_zh,zh_deprel + word and governor ,zh_deprel,preceding_eng,first_cs_word_eng,,preceding_eng first_cs_word_eng,eng_deprel + word and governor ,eng_deprel,word_freq_zh,non_log_word_freq_zh,neg_base_e_word_freq_zh,base_e_word_freq_zh,word_freq_eng,non_log_word_freq_eng,neg_base_e_word_freq_eng,base_e_word_freq_eng,cs_word_length_zh,cs_word_length_eng,cs_word_dep_dist,cs_word_pos_zh,cs_word_pos_eng,sentence_length_zh,dep_prob_eng,dep_prob_zh,gt_ngram_surp_eng,ngram_surp_eng,base_2_ngram_prob_eng,raw_ngram_prob_eng,base_10_ngram_prob_eng,base_10_ngram_surp_eng,ngram_surp_zh,base_2_ngram_prob_zh,raw_ngram_prob_zh,base_10_ngram_prob_zh,base_10_ngram_surp_zh,retrained_ngram_surp_zh,dep_surp_eng,dep_surp_zh,llm_surp_zh,llm_surp_eng
383,non-code-switch,CMU,2969,CMU_540,房子 有 充足 的 日照 。,The house gets plenty of sunshine.,5,的,日照,7.21781,的 日照,dobj 有 日照,dobj,of,sunshine,7.8177776,of sunshine,nmod plenty sunshine,nmod,59.29310403700400,0.00000000000000,-41.09884788989680,41.09884788989680,16.8972350,0.0000082,-11.7122708,11.7122708,2,8,3,NN,NNP,6,-4.995828,-2.4776647,18.791874834674,25.9700950,-25.9700950,0.0000000,-7.8177776,7.8177776,7.871149,-7.871149,0.004271,-2.369452,2.369452,7.21781,4.995828,2.4776647,20.8912687301636,7.38881492614746
385,non-code-switch,CMU,1499,CMU_544,降价 顶 ！,Price cut!,2,降价,顶,6.8726544,降价 顶,dobj 降价 顶,dobj,<s>,price cut,5.8762865,<s> price cut,root cut,root,56.22422820076860,0.00000000000000,-38.97166525652170,38.97166525652170,13.22387341,0.00010452,-9.16609057,9.16609057,1,9,1,NN,NN,3,-3.2619421,-5.8531585,19.5206012179573,19.5206012,-19.5206012,0.0000013,-5.8762865,5.8762865,17.6776586,-17.6776586,0.0000048,-5.3215055,5.3215055,6.8726544,3.2619421,5.8531585,8.10979747772217,0.0
387,non-code-switch,CMU,984,CMU_546,这 是 一 个 一 室 一 厅 的 公寓 。,This is an apartment with one bedroom and one living room.,10,的,公寓,7.21781,的 公寓,root  公寓,root,an,apartment,3.9303598,an apartment,root apartment,root,56.337067538045000,0.000000000000000,-39.049879525011100,39.049879525011100,15.4251678,0.0000227,-10.6919116,10.6919116,2,9,0,NN,NN,11,-5.181238,-4.8496685,4.07822814232227,13.0563726,-13.0563726,0.0001174,-3.9303598,3.9303598,13.707401,-13.707401,0.000075,-4.126339,4.126339,7.21781,5.181238,4.8496685,38.6490039825439,11.3004760742188
389,non-code-switch,CMU,5687,CMU_549,她 很 安静 ， 回到 家 就 在 房间 里 学习 。,She is quiet and studies in her room when she gets home.,6,回到,家,6.0279365,回到 家,dobj 回到 家,dobj,gets,home,7.6047964,gets home,advmod gets home,advmod,49.45767242943790,0.00000000000000,-34.28144620152220,34.28144620152220,11.81139759,0.00027824,-8.18703694,8.18703694,1,4,1,NN,NNP,12,-6.4280853,-3.6097124,2.23907620406164,25.2625868,-25.2625868,0.0000000,-7.6047964,7.6047964,6.5511634,-6.5511634,0.0106636,-1.9720967,1.9720967,6.0279365,6.4280853,3.6097124,17.5077819824219,1.88104438781738
391,non-code-switch,CMU,683,CMU_551,每 层 楼 各 有 一 个 卫生间 ， 二 楼 有 一 个 厨房 和 一 个 客厅 。,There is a bathroom on each floor and a kitchen and a living room on the second floor.,3,层,楼,7.1670523,层 楼,nsubj 楼 有,nsubj,second,floor,0.9211502,second floor,nmod room floor,nmod,53.095279585758900,0.000000000000000,-36.802843345910800,36.802843345910800,13.69567722,0.00007537,-9.49312005,9.49312005,1,5,2,NN,NN,20,-3.5441852,-3.6792333,26.4042956332908,3.0599947,-3.0599947,0.1199085,-0.9211502,0.9211502,16.9376320,-16.9376320,0.0000080,-5.0987353,5.0987353,7.1670523,3.5441852,3.6792333,26.3775157928467,1.84772658348084
393,non-code-switch,CMU,4659,CMU_554,房子 非常 整洁 、 漂亮 。,The house is very clean and beautiful.,1,<s>,房子,7.0391965,<s> 房子,nsubj 房子 整洁,nsubj,The,house,3.4567983,The house,nsubj house clean,nsubj,53.96242516285600,0.00000000000000,-37.40390285781070,37.40390285781070,11.97831148,0.00024784,-8.30273283,8.30273283,2,5,2,NN,NNP,6,-3.5520854,-4.2590475,11.4832353911289,11.4832354,-11.4832354,0.0003493,-3.4567983,3.4567983,18.326160,-18.326160,0.000003,-5.516724,5.516724,7.0391965,3.5520854,4.2590475,16.6614365577698,11.6319484710693
395,non-code-switch,CMU,6783,CMU_555,本 姑娘 喜欢 运动 ， 想 求购 一 辆 二手 自行车 。,This girl likes sports and wants to buy a used bicycle.,10,辆,二手,7.262256,辆 二手,amod 二手 自行车,amod,a,used,3.0078685,a used,amod used bicycle,amod,58.458016181770100,0.000000000000000,-40.520009097521600,40.520009097521600,10.88058326,0.00053042,-7.54184561,7.54184561,2,4,1,JJ,VBN,12,-3.778792,-7.7586813,25.0770205917498,9.9919229,-9.9919229,0.0009820,-3.0078685,3.0078685,18.968528,-18.968528,0.000002,-5.710096,5.710096,7.262256,3.778792,7.7586813,21.7610130310059,10.1549015045166
397,non-code-switch,CMU,164,CMU_557,旁边 是 公园 和 植物园 。,Next to it are parks and botanical gardens.,2,旁边,是,4.2973504,旁边 是,cop 是 植物园,cop,it,are,2.744822,it are,cop are parks,cop,45.521765894838200,0.000000000000020,-31.553283684117000,31.553283684117000,8.07822002,0.00370010,-5.59939543,5.59939543,1,3,3,VC,VBP,6,-1.0552932,-0.26342502,1.79971952231876,9.118101,-9.118101,0.001800,-2.744822,2.744822,3.0929665,-3.0929665,0.1171991,-0.9310757,0.9310757,4.2973504,1.0552932,0.26342502,12.403769493103,8.03705501556397
399,non-code-switch,CMU,2714,CMU_561,房间 非常 干净 。,The room is very clean.,3,非常,干净,7.1807833,非常 干净,root  干净,root,very,clean,7.8276305,very clean,root clean,root,56.27011480899360,0.00000000000000,-39.00347142963830,39.00347142963830,14.6615674,0.0000386,-10.1626241,10.1626241,2,5,0,VA,JJ,4,-4.9360857,-5.626964,10.4082697576004,26.0028257,-26.0028257,0.0000000,-7.8276305,7.8276305,14.7589126,-14.7589126,0.0000361,-4.4428754,4.4428754,7.1807833,4.9360857,5.626964,27.3349704742432,5.3237681388855
401,non-code-switch,CMU,6502,CMU_563,硕士 毕业 搬家 ， 家具 电器 甩卖 。,Master’s graduation moving sale of furniture and appliances.,3,毕业,搬家,7.1807833,毕业 搬家,dobj 毕业 搬家,dobj,graduate,move,7.3834176,graduate move,root move,root,58.28822511777550,0.00000000000000,-40.40231890022950,40.40231890022950,13.30142255,0.00009905,-9.21984354,9.21984354,2,4,1,NN,VB,8,-3.6409786,-4.138451,10.7363506844933,24.5271824,-24.5271824,0.0000000,-7.3834176,7.3834176,23.757573,-23.757573,0.000000,-7.151742,7.151742,7.1807833,3.6409786,4.138451,23.9966468811035,18.1785278320313
403,non-code-switch,CMU,4322,CMU_567,地上 一 层 ， 地下 一 层 。,"One above ground, one underground.",5,，,地下,7.2327523,， 地下,nsubj 地下 一,nsubj,one,underground,7.4100814,one underground,parataxis ground underground,parataxis,54.207791238980400,0.000000000000000,-37.573977661681400,37.573977661681400,16.6448677,0.0000098,-11.5373431,11.5373431,2,11,1,NN,NNP,8,-4.0947275,-4.143612,11.364364180567,24.6157576,-24.6157576,0.0000000,-7.4100814,7.4100814,5.043604,-5.043604,0.030320,-1.518276,1.518276,7.2327523,4.0947275,4.143612,30.1768808364868,10.8643064498901
405,non-code-switch,CMU,6036,CMU_574,出 几 件 小 家电 ： 半价 出售 !,Giving out a few small home appliances: selling at half price!,4,件,小,6.3825297,件 小,amod 小 家电,amod,few,small,2.4800305,few small,amod small appliances,amod,50.196953495554700,0.000000000000001,-34.793876788142400,34.793876788142400,11.50916116,0.00034308,-7.97754261,7.97754261,1,5,1,JJ,JJ,9,-2.3517632,-3.3517952,12.5286498167108,8.2384830,-8.2384830,0.0033111,-2.4800305,2.4800305,12.9270234,-12.9270234,0.0001284,-3.8914218,3.8914218,6.3825297,2.3517632,3.3517952,26.0882759094238,7.76337957382202
407,non-code-switch,CMU,4893,CMU_575,二 楼 是 三 个 卧室 。,On the second floor are three bedrooms.,6,个,卧室,7.1875896,个 卧室,root  卧室,root,three,bedrooms,7.4793158,three bedrooms,nsubj floor bedrooms,nsubj,58.0586281945194,0.0000000000000,-40.2431744402093,40.2431744402093,18.5151967,0.0000027,-12.8337564,12.8337564,2,8,0,NN,NNS,7,-4.03557,-6.062364,14.0545163636204,24.8457493,-24.8457493,0.0000000,-7.4793158,7.4793158,13.4468985,-13.4468985,0.0000896,-4.0479198,4.0479198,7.1875896,4.03557,6.062364,43.9944972991943,4.9906005859375
409,non-code-switch,CMU,65,CMU_576,每个 卧室 都 有 两 个 不同 方向 的 窗户 ， 视野 和 采光 良好 。,Each bedroom has two windows in different directions for good views and light.,1,<s>,每个,6.415766,<s> 每个,det 每个 卧室,det,in,different,3.7541833,in different,amod different directions,amod,62.046672604099800,0.000000000000000,-43.007476178657800,43.007476178657800,11.51842315,0.00034089,-7.98396253,7.98396253,2,9,1,DT,JJ,16,-2.4483914,-2.2517843,12.471126977627,12.4711270,-12.4711270,0.0001761,-3.7541833,3.7541833,13.314593,-13.314593,0.000098,-4.008092,4.008092,6.415766,2.4483914,2.2517843,16.6199173927307,8.69532203674316
411,non-code-switch,CMU,7307,CMU_583,每 天 找 家具 的 日子 略 纠结 。,I struggle to find furniture every day.,3,天,找,7.1735477,天 找,acl 找 日子,acl,to,find,1.2421474,to find,xcomp struggle find,xcomp,52.499119128574900,0.000000000000000,-36.389616405852400,36.389616405852400,11.71533652,0.00029739,-8.12045248,8.12045248,1,4,3,VV,VB,9,-3.611802,-5.112917,19.5868178750583,4.1263243,-4.1263243,0.0572602,-1.2421474,1.2421474,15.9137288,-15.9137288,0.0000162,-4.7905097,4.7905097,7.1735477,3.611802,5.112917,26.1295108795166,3.44606995582581
413,non-code-switch,CMU,669,CMU_585,房租 : 每 月 $495+ 煤 水电 。,Rent: $495+ utilities every month.,3,:,每,6.7085767,: 每,det 每 月,det,every,month,7.310775,every month,conj $ month,conj,49.901605934039000,0.000000000000001,-34.589157458592600,34.589157458592600,13.77812435,0.00007118,-9.55026805,9.55026805,1,5,1,DT,NN,8,-3.1349912,-1.4724629,4.96611341571658,24.285869,-24.285869,0.000000,-7.310775,7.310775,13.5524049,-13.5524049,0.0000832,-4.0796804,4.0796804,6.7085767,3.1349912,1.4724629,26.9621181488037,2.012202501297
415,non-code-switch,CMU,5356,CMU_586,这个 时间 比较 尴尬 ， 所以 他 愿意 多 出 些 钱 。,"It was an awkward time, so he was willing to pay more.",2,这个,时间,6.2098618,这个 时间,nsubj 时间 尴尬,nsubj,awkward,time,7.3198266,awkward time,root time,root,49.846342177392400,0.000000000000001,-34.550851541485800,34.550851541485800,9.72346413,0.00118289,-6.73979175,6.73979175,2,4,2,NN,NN,13,-3.1910374,-3.1400187,7.37569820941822,24.3159376,-24.3159376,0.0000000,-7.3198266,7.3198266,9.717075,-9.717075,0.001188,-2.925131,2.925131,6.2098618,3.1910374,3.1400187,25.9056820869446,4.46277618408203
417,non-code-switch,CMU,4062,CMU_587,若 有 兴趣 ， 还 可以 发 具体 照片 哈 。,"If you are interested, you can also send specific photos.",5,，,还,7.239988,， 还,advmod 还 发,advmod,can,also,1.8098267,can also,advmod also send,advmod,48.32196825985640,0.00000000000000,-33.49423605842660,33.49423605842660,10.03567118,0.00095271,-6.95619718,6.95619718,1,4,2,AD,RB,11,-1.1876755,-5.2953486,6.01211416160728,6.0121142,-6.0121142,0.0154943,-1.8098267,1.8098267,8.7111432,-8.7111432,0.0023861,-2.6223154,2.6223154,7.239988,1.1876755,5.2953486,21.5613708496094,5.00007772445679
419,non-code-switch,CMU,2037,CMU_592,各个 房间 （ 卧室 、 卫生间 、 客厅 、 厨房 ） 均 有 窗户 ， 采光 通风 正常 。,"Each room (bedroom, bathroom, living room, kitchen) has windows, lighting and ventilation is normal.",16,，,采光,7.239988,， 采光,compound:nn 采光 通风,compound:nn,", ",lighting,4.3687096,",  lighting",conj Windows lighting,conj,62.28375103801640,0.00000000000000,-43.17180642669860,43.17180642669860,16.428179,0.000011,-11.387146,11.387146,2,8,1,NN,NN,19,-3.9219937,-5.681655,13.2850847344264,14.5125392,-14.5125392,0.0000428,-4.3687096,4.3687096,20.04986,-20.04986,0.00000,-6.03561,6.03561,7.239988,3.9219937,5.681655,25.8129091262817,8.88642311096191
421,non-code-switch,CMU,2713,CMU_597,厨房 ， 厕所 客厅 和 白人 女生 共用 。,"Kitchen, toilet and living room shared with white girls.",8,女生,共用,7.1670523,女生 共用,dep 女生 共用,dep,room,shared,5.213131,room shared,acl room shared,acl,57.7909257112167,0.0000000000000,-40.0576172186791,40.0576172186791,14.7573279,0.0000361,-10.2290002,10.2290002,2,6,1,JJ,VBN,9,-4.89922,-5.281782,6.52453286479918,17.317646,-17.317646,0.000006,-5.213131,5.213131,13.432844,-13.432844,0.000090,-4.043689,4.043689,7.1670523,4.89922,5.281782,23.043616771698,11.2486124038696
423,non-code-switch,CMU,3997,CMU_598,房间 ： 全新 木头 地板 ， 全新 窗户 和 纱窗 ， 全新 的 门 。,"Room: New wood flooring, new windows and screens, new doors.",4,全新,木头,7.1670523,全新 木头,compound:nn 木头 地板,compound:nn,New,wood,4.1979785,New wood,compound wood flooring,compound,58.59806786547810,0.00000000000000,-40.61708552721650,40.61708552721650,14.16798776,0.00005433,-9.82050077,9.82050077,2,4,1,NN,NN,15,-3.6905553,-5.403542,12.7046635055897,13.9453827,-13.9453827,0.0000634,-4.1979785,4.1979785,20.397519,-20.397519,0.000001,-6.140265,6.140265,7.1670523,3.6905553,5.403542,20.0889745950699,15.3277101516724
425,non-code-switch,CMU,1799,CMU_601,户型 : 一 室 一 厅 ， 客厅 面积 很 大 ， 采光 很 好 ， 也 很 通风 。,"House type: one room one hall, the living room area is very large, lighting is very good, also very ventilated.",15,很,好,6.558925,很 好,conj 大 好,conj,very,good,7.8276305,very good,conj large good,conj,49.04016574954840,0.00000000000000,-33.99205262349190,33.99205262349190,10.86502675,0.00053617,-7.53106266,7.53106266,1,4,4,VA,JJ,20,-3.9163616,-3.6602583,26.0028256743472,26.0028257,-26.0028257,0.0000000,-7.8276305,7.8276305,5.2072668,-5.2072668,0.0270680,-1.5675435,1.5675435,6.558925,3.9163616,3.6602583,35.1528358459473,2.96266937255859
427,non-code-switch,CMU,4473,CMU_604,全 木 地板 ， 比 地毯 卫生 ， 方便 打扫 。,The whole wood floor is more hygienic than the carpet and easy to clean.,7,地毯,卫生,7.1670523,地毯 卫生,nmod:prep 卫生 打扫,nmod:prep,more,hygienic,5.7022886,more hygienic,root hygienic,root,51.340385935469300,0.000000000000000,-35.586443760030000,35.586443760030000,19.883907,0.000001,-13.782474,13.782474,2,8,3,NN,NNP,11,-7.9474297,-5.012305,23.7833674488427,18.9425927,-18.9425927,0.0000020,-5.7022886,5.7022886,17.458376,-17.458376,0.000006,-5.255495,5.255495,7.1670523,7.9474297,5.012305,21.3103132247925,12.5269956588745
429,non-code-switch,CMU,3857,CMU_606,现 入住 还 送 一 套 实木 书桌 ， 实木 小 柜子 以及 一 张 转椅 ， 价格 还 可 面议 进一步 优惠 。,"Can now also give a set of solid wood desk, solid wood small cabinet and a swivel chair, the price can also be negotiated for further concessions.",7,套,实木,7.1670523,套 实木,compound:nn 实木 书桌,compound:nn,of,solid wood,4.264715,of solid wood,amod solid desk,amod,67.00637244996570,0.00000000000000,-46.44527814324330,46.44527814324330,14.4460629,0.0000448,-10.0132478,10.0132478,2,10,1,NN,JJ,24,-3.3950288,-6.5245495,15.2523946654309,14.167077,-14.167077,0.000054,-4.264715,4.264715,23.9755320,-23.9755320,0.0000001,-7.2173543,7.2173543,7.1670523,3.3950288,6.5245495,38.6488170623779,13.4333038330078
431,non-code-switch,CMU,5458,CMU_608,房间 另外 一 扇 门 通向 阳台 和 后院 。,Another door opens to a balcony and backyard.,7,通向,阳台,7.1670523,通向 阳台,conj 阳台 后院,conj,a,balcony,4.539043,a balcony,obl opens balcony,obl,57.66022636671940,0.00000000000000,-39.96702333653980,39.96702333653980,17.8237059,0.0000043,-12.3544515,12.3544515,2,7,2,NN,NNP,10,-5.552395,-5.1198764,4.80156303630757,15.078374,-15.078374,0.000029,-4.539043,4.539043,18.7139271,-18.7139271,0.0000023,-5.6334534,5.6334534,7.1670523,5.552395,5.1198764,38.0810632705689,7.80072593688965
433,non-code-switch,CMU,83,CMU_610,本人 很 和善 ， 好 说话 ， 热心肠 。,"I am kind, talkative and warm-hearted.",3,很,和善,7.1670523,很 和善,root  和善,root,am,kind,7.097835,am kind,root  kind,root,60.663318330535900,0.000000000000000,-42.048608064221400,42.048608064221400,12.34846835,0.00019175,-8.55930602,8.55930602,2,4,0,VV,NNP,9,-4.2297378,-6.5168657,17.0565992557477,23.578497,-23.578497,0.000000,-7.097835,7.097835,12.343973,-12.343973,0.000192,-3.715906,3.715906,7.1670523,4.2297378,6.5168657,20.7041826248169,10.5965967178345
435,non-code-switch,CMU,4334,CMU_611,一 个 卫生间 ， 但是 三 个 男生 ， 问题 不 大 。,"One bathroom, but three boys, not a big deal.",8,个,男生,7.1875896,个 男生,nmod:topic 男生 大,nmod:topic,three,boys,7.439166,three boys,conj bathroom boys,conj,58.6326104510802,0.0000000000000,-40.6410286230358,40.6410286230358,13.97366971,0.00006216,-9.68580976,9.68580976,2,4,4,NN,NNS,13,-5.0943947,-4.957733,24.7123745379308,24.712375,-24.712375,0.000000,-7.439166,7.439166,14.830735,-14.830735,0.000034,-4.464496,4.464496,7.1875896,5.0943947,4.957733,36.4699335098267,8.38377189636231
437,non-code-switch,CMU,2702,CMU_614,租金 暂 定 $600 包 水 ， 价格 有 兴趣 者 可以 再 商量 。,"The rent is tentatively set at $600 including water, the price is negotiable.",1,<s>,租金,7.3514414,<s> 租金,nsubj 租金 定,nsubj,<s>,The rent,3.469161,<s> The rent,nsubj:pass rent set,nsubj:pass,55.246571018590700,0.000000000000000,-38.294004937140900,38.294004937140900,4.39029524,0.04768584,-3.04312077,3.04312077,2,8,2,NN,DT,15,-4.998967,-4.609147,11.5243033915875,11.524303,-11.524303,0.000339,-3.469161,3.469161,19.676996,-19.676996,0.000001,-5.923366,5.923366,7.3514414,4.998967,4.609147,17.5604133605957,0.0
439,non-code-switch,CMU,5541,CMU_615,卧室 $430 / month ， 水 ， 电 ， 气 ， 暖 ， 网 全 包 。,"Bedroom $430 per month, water, electricity, gas, heating, Internet included.",14,，,网,7.2327523,， 网,nsubj ， 全,nsubj,per,month,7.4531665,per month,nmod $ month,nmod,53.39381289205370,0.00000000000000,-37.00977086547230,37.00977086547230,13.77812435,0.00007118,-9.55026805,9.55026805,1,5,2,NN,NN,17,-2.82257,-5.2021356,24.0310238321728,24.7588832,-24.7588832,0.0000000,-7.4531665,7.4531665,18.2659458,-18.2659458,0.0000032,-5.4985976,5.4985976,7.2327523,2.82257,5.2021356,22.082498550415,1.22033929824829
441,non-code-switch,CMU,2818,CMU_618,交通 : 相当 之 便利 ！,Transportation: quite convenient!,1,<s>,交通,5.9613276,<s> 交通,dep 交通 便利,dep,<s>,Transportation,8.248479,<s> Transportation,root transportation,root,51.478692501307500,0.000000000000000,-35.682310566193700,35.682310566193700,15.3054384,0.0000247,-10.6089215,10.6089215,2,14,4,NN,NN,6,-5.0748367,-4.639038,27.4008541301884,27.400854,-27.400854,0.000000,-8.248479,8.248479,11.3782023,-11.3782023,0.0003757,-3.4251802,3.4251802,5.9613276,5.0748367,4.639038,16.5135869979858,0.0
443,non-code-switch,CMU,5884,CMU_624,公寓 里 包含 了 冰箱 ， 暖气 ， 烤箱 ， 厨房 设备 等 一系列 家庭 设备 。,"The apartment contains a refrigerator, a heater, an oven, kitchen equipment and a series of household appliances.",11,，,厨房,7.239988,， 厨房,compound:nn 厨房 设备,compound:nn,", ",kitchen,4.742911,",  kitchen",compound kitchen equipment,compound,55.793256709868900,0.000000000000000,-38.672938582702900,38.672938582702900,14.8747878,0.0000333,-10.3104172,10.3104172,2,7,1,NN,NN,17,-4.070096,-5.154626,15.7556093024503,15.755609,-15.755609,0.000018,-4.742911,4.742911,18.1923143,-18.1923143,0.0000033,-5.4764323,5.4764323,7.239988,4.070096,5.154626,33.9364719390869,6.41010999679565
445,non-code-switch,CMU,1583,CMU_626,公寓 管理 到位 ， 设施 出现 问题 ， 修复 非常 及时 。,"Apartment management in place, if there are any facilities problems, they provide very timely repair.",7,出现,问题,7.1598167,出现 问题,dobj 出现 问题,dobj,facilities,problems,7.653902,facilities problems,conj management problems,conj,48.13280476535530,0.00000000000000,-33.36311791554830,33.36311791554830,12.63560764,0.00015715,-8.75833581,8.75833581,2,8,1,NN,NNS,12,-3.6337855,-3.506146,8.28547664992188,25.425712,-25.425712,0.000000,-7.653902,7.653902,4.545929,-4.545929,0.042809,-1.368461,1.368461,7.1598167,3.6337855,3.506146,19.0787992477417,12.6874103546143
